SalesLineID,OrderID,OrderDateKey,OrderDate,CustomerKey,ProductKey,RegionKey,ChannelKey,Quantity,UnitPrice,UnitCost,DiscountAmount
25,ORD-000014,20230103,2023-01-03,286,110,1,3,2,91.76,63.69,20.21
26,ORD-000014,20230103,2023-01-03,286,53,1,3,9,185.11,144.44,213.59
27,ORD-000014,20230103,2023-01-03,286,93,1,3,11,98.81,64.35,135.76
28,ORD-000015,20230123,2023-01-23,243,26,1,2,1,15.09,10.51,0.41
29,ORD-000016,20230118,2023-01-18,7,10,1,3,1,28.94,21.03,2.88
30,ORD-000017,20230105,2023-01-05,41,39,1,2,3,259.94,199.78,35.05
31,ORD-000018,20230114,2023-01-14,482,97,1,3,3,84.42,54.91,29.95
32,ORD-000018,20230114,2023-01-14,482,31,1,3,1,125.29,101.4,8.87
33,ORD-000018,20230114,2023-01-14,482,16,1,3,5,67.91,50.67,42.32
34,ORD-000018,20230114,2023-01-14,482,79,1,3,5,478.3,320.81,315.8
35,ORD-000019,20230126,2023-01-26,943,18,1,3,4,59.73,42.88,32.28
36,ORD-000019,20230126,2023-01-26,943,36,1,3,5,112.28,90.26,47.01
37,ORD-000019,20230126,2023-01-26,943,85,1,3,3,656.42,393.51,135.95
38,ORD-000019,20230126,2023-01-26,943,13,1,3,1,36.16,27.44,4.64
39,ORD-000020,20230130,2023-01-30,710,2,1,1,3,31.66,21.21,7.53
40,ORD-000021,20230105,2023-01-05,569,103,1,1,21,32.64,18.7,18.83
41,ORD-000021,20230105,2023-01-05,569,37,1,1,11,178.06,129.95,124.37
42,ORD-000022,20230129,2023-01-29,106,37,1,2,1,182.18,132.16,7.45
43,ORD-000023,20230104,2023-01-04,551,13,1,1,5,34.44,26.23,9.21
44,ORD-000024,20230114,2023-01-14,718,45,1,2,1,212.88,156.63,7.15
45,ORD-000025,20230105,2023-01-05,824,28,1,2,1,63.84,44.58,2.47
46,ORD-000025,20230105,2023-01-05,824,25,1,2,3,54.86,37.53,3.08
47,ORD-000026,20230114,2023-01-14,788,67,1,1,3,164.16,97.27,31.84
48,ORD-000026,20230114,2023-01-14,788,81,1,1,2,308.34,191.08,17.17
49,ORD-000026,20230114,2023-01-14,788,9,1,1,3,32.73,21.96,3.39
50,ORD-000026,20230114,2023-01-14,788,11,1,1,7,64.19,41.66,21.5
51,ORD-000027,20230109,2023-01-09,190,18,1,3,7,63.13,42.49,60.7
52,ORD-000028,20230122,2023-01-22,141,7,1,1,8,38.72,25.48,11.44
53,ORD-000028,20230122,2023-01-22,141,81,1,1,5,308.36,191.2,45.39
54,ORD-000029,20230127,2023-01-27,557,65,1,3,2,123.17,84.75,18.91
55,ORD-000030,20230117,2023-01-17,828,87,1,2,1,263.99,155.94,14.19
56,ORD-000031,20230125,2023-01-25,431,80,1,2,2,317.27,222.3,27.51
57,ORD-000031,20230125,2023-01-25,431,78,1,2,6,406.15,278.09,32.42
58,ORD-000032,20230104,2023-01-04,521,82,1,2,1,409.38,257.38,8.85
59,ORD-000033,20230122,2023-01-22,196,116,1,1,12,18.15,11.05,11.62
60,ORD-000033,20230122,2023-01-22,196,84,1,1,9,92.25,64.48,22.75
61,ORD-000034,20230126,2023-01-26,441,80,1,2,5,327.72,219.45,49.29
62,ORD-000034,20230126,2023-01-26,441,36,1,2,1,110.73,86.79,5.11
63,ORD-000035,20230110,2023-01-10,1014,62,1,2,2,363.36,249.12,32.37
64,ORD-000035,20230110,2023-01-10,1014,28,1,2,9,64.73,45.38,13.6
65,ORD-000035,20230110,2023-01-10,1014,2,1,2,11,31.14,21.24,14.23
66,ORD-000035,20230110,2023-01-10,1014,110,1,2,9,95.67,61.64,46.48
67,ORD-000036,20230110,2023-01-10,1151,32,1,2,1,159.95,121.82,8.5
68,ORD-000036,20230110,2023-01-10,1151,83,1,2,1,374.32,242.22,7.91
69,ORD-000037,20230112,2023-01-12,64,3,1,3,5,38.21,25.61,22.49
70,ORD-000037,20230112,2023-01-12,64,108,1,3,3,103.82,69.07,33.12
71,ORD-000038,20230127,2023-01-27,59,60,1,3,4,239.59,203.74,75.22
72,ORD-000038,20230127,2023-01-27,59,52,1,3,11,32.02,25.65,26.09
73,ORD-000039,20230101,2023-01-01,1010,35,1,1,5,39.91,28.22,5.57
74,ORD-000039,20230101,2023-01-01,1010,68,1,1,3,419.26,270.84,60.96
75,ORD-000039,20230101,2023-01-01,1010,32,1,1,5,156.09,119.02,61.84
76,ORD-000040,20230131,2023-01-31,805,21,1,3,3,36.37,26.6,8.41
77,ORD-000040,20230131,2023-01-31,805,86,1,3,3,46.07,28.93,10.13
78,ORD-000040,20230131,2023-01-31,805,67,1,3,1,164.29,100.99,19.23
79,ORD-000041,20230124,2023-01-24,690,35,1,3,2,36.77,29.81,6.05
80,ORD-000042,20230131,2023-01-31,96,106,1,1,26,97.32,60.77,119.03
81,ORD-000042,20230131,2023-01-31,96,62,1,1,11,366.24,240.13,118.03
82,ORD-000042,20230131,2023-01-31,96,70,1,1,26,150.62,95.58,233.95
83,ORD-000042,20230131,2023-01-31,96,32,1,1,5,152.16,121.05,56.66
84,ORD-000043,20230130,2023-01-30,728,64,1,2,3,258.23,162.33,28.42
85,ORD-000043,20230130,2023-01-30,728,8,1,2,2,54.4,35.53,3.81
86,ORD-000044,20230117,2023-01-17,259,42,1,2,1,112.43,84.9,4.03
87,ORD-000044,20230117,2023-01-17,259,48,1,2,3,48.94,36.13,4.88
88,ORD-000045,20230119,2023-01-19,803,74,1,2,1,73.2,46.52,2.62
89,ORD-000046,20230119,2023-01-19,441,48,1,2,5,45.12,36.21,8.79
90,ORD-000047,20230117,2023-01-17,1144,2,1,2,5,33.4,21.12,9.42
91,ORD-000048,20230102,2023-01-02,1198,26,1,1,9,15.02,10.36,6.84
92,ORD-000048,20230102,2023-01-02,1198,63,1,1,12,522.27,325.47,261.52
93,ORD-000048,20230102,2023-01-02,1198,102,1,1,12,69.64,43.87,25.21
94,ORD-000049,20230106,2023-01-06,484,101,1,3,2,56.72,38.22,13.92
95,ORD-000050,20230126,2023-01-26,519,111,1,1,5,121.35,69.37,44.47
96,ORD-000050,20230126,2023-01-26,519,117,1,1,7,85.41,46.42,20.81
97,ORD-000050,20230126,2023-01-26,519,37,1,1,8,179.25,131.78,93.71
98,ORD-000051,20230126,2023-01-26,243,2,1,2,1,33.64,21.2,1.09
99,ORD-000052,20230109,2023-01-09,619,49,1,2,3,182.79,135.08,27.31
100,ORD-000052,20230109,2023-01-09,619,48,1,2,1,48.98,36.91,1.69
101,ORD-000053,20230112,2023-01-12,240,68,1,2,2,434.39,271.69,43.63
102,ORD-000053,20230112,2023-01-12,240,3,1,2,1,38.09,24.79,2.01
103,ORD-000054,20230119,2023-01-19,547,37,1,2,6,175.35,132.42,58.71
104,ORD-000054,20230119,2023-01-19,547,38,1,2,2,55.8,43.29,1.62
105,ORD-000055,20230122,2023-01-22,947,44,1,2,6,133.83,99.75,16.26
106,ORD-000055,20230122,2023-01-22,947,47,1,2,6,89.05,68.95,8.71
107,ORD-000055,20230122,2023-01-22,947,2,1,2,2,31.33,21.43,2.0
108,ORD-000056,20230128,2023-01-28,295,42,1,1,3,111.76,86.15,18.45
109,ORD-000056,20230128,2023-01-28,295,71,1,1,3,289.75,183.93,67.32
110,ORD-000057,20230102,2023-01-02,95,108,1,3,4,104.83,68.65,49.17
111,ORD-000057,20230102,2023-01-02,95,4,1,3,3,39.34,28.28,12.7
112,ORD-000057,20230102,2023-01-02,95,22,1,3,3,67.54,46.56,25.68
113,ORD-000057,20230102,2023-01-02,95,98,1,3,7,100.77,65.8,98.31
114,ORD-000058,20230129,2023-01-29,718,58,1,3,5,57.51,48.12,27.59
115,ORD-000058,20230129,2023-01-29,718,52,1,3,5,33.7,26.05,21.07
116,ORD-000058,20230129,2023-01-29,718,89,1,3,3,526.11,344.58,183.05
117,ORD-000059,20230105,2023-01-05,905,14,1,3,7,55.03,40.16,30.99
118,ORD-000060,20230130,2023-01-30,1059,46,1,2,1,145.89,106.53,4.24
119,ORD-000061,20230122,2023-01-22,534,58,1,1,26,57.52,47.0,111.55
120,ORD-000061,20230122,2023-01-22,534,28,1,1,11,64.17,44.89,33.29
121,ORD-000061,20230122,2023-01-22,534,21,1,1,21,34.24,25.35,60.54
122,ORD-000062,20230110,2023-01-10,521,38,1,3,11,53.85,44.87,62.07
123,ORD-000063,20230120,2023-01-20,69,115,1,3,11,143.27,82.98,142.91
124,ORD-000063,20230120,2023-01-20,69,5,1,3,9,27.1,19.6,24.13
125,ORD-000063,20230120,2023-01-20,69,23,1,3,2,32.09,22.49,4.84
126,ORD-000064,20230110,2023-01-10,517,30,1,2,4,38.8,27.72,3.72
127,ORD-000064,20230110,2023-01-10,517,55,1,2,1,136.12,97.65,4.13
128,ORD-000064,20230110,2023-01-10,517,9,1,2,4,33.08,21.99,2.58
129,ORD-000065,20230105,2023-01-05,710,31,1,3,3,129.81,102.54,52.53
130,ORD-000065,20230105,2023-01-05,710,16,1,3,7,67.62,51.03,60.31
131,ORD-000066,20230126,2023-01-26,550,44,1,1,16,128.93,100.05,82.73
132,ORD-000066,20230126,2023-01-26,550,38,1,1,26,52.29,42.77,92.32
133,ORD-000066,20230126,2023-01-26,550,120,1,1,11,28.02,16.62,25.22
134,ORD-000067,20230108,2023-01-08,487,17,1,3,3,23.47,15.32,6.95
135,ORD-000067,20230108,2023-01-08,487,101,1,3,1,57.35,37.39,7.27
136,ORD-000068,20230111,2023-01-11,196,32,1,1,3,158.72,121.84,33.63
137,ORD-000069,20230129,2023-01-29,753,14,1,2,3,56.67,39.0,8.8
138,ORD-000070,20230110,2023-01-10,625,103,1,3,3,31.83,19.35,6.49
139,ORD-000070,20230110,2023-01-10,625,14,1,3,3,56.88,41.42,16.55
140,ORD-000070,20230110,2023-01-10,625,81,1,3,4,296.44,195.93,82.16
141,ORD-000071,20230119,2023-01-19,1051,68,1,1,16,423.44,270.31,486.0
142,ORD-000071,20230119,2023-01-19,1051,61,1,1,16,455.8,308.5,372.11
143,ORD-000071,20230119,2023-01-19,1051,47,1,1,11,87.28,69.6,58.83
144,ORD-000072,20230108,2023-01-08,1129,53,1,1,5,188.3,137.64,54.56
145,ORD-000072,20230108,2023-01-08,1129,15,1,1,3,15.86,10.46,1.38
146,ORD-000073,20230105,2023-01-05,803,1,1,1,8,51.13,32.99,11.27
147,ORD-000073,20230105,2023-01-05,803,45,1,1,3,211.4,157.13,44.42
148,ORD-000073,20230105,2023-01-05,803,43,1,1,3,240.21,177.97,39.18
149,ORD-000073,20230105,2023-01-05,803,39,1,1,7,267.4,203.1,123.63
150,ORD-000074,20230118,2023-01-18,728,1,1,3,1,51.88,34.64,5.01
151,ORD-000075,20230103,2023-01-03,190,7,1,2,1,36.48,26.4,0.63
152,ORD-000075,20230103,2023-01-03,190,107,1,2,5,122.2,74.17,10.19
153,ORD-000076,20230107,2023-01-07,486,18,1,2,2,61.83,41.8,3.44
154,ORD-000077,20230118,2023-01-18,326,90,1,3,4,472.91,311.26,198.7
155,ORD-000077,20230118,2023-01-18,326,3,1,3,5,36.93,25.4,24.24
156,ORD-000078,20230101,2023-01-01,773,72,1,2,1,242.59,152.48,9.9
157,ORD-000078,20230101,2023-01-01,773,29,1,2,4,64.2,41.83,10.69
158,ORD-000079,20230123,2023-01-23,973,16,1,2,6,66.7,48.92,14.77
159,ORD-000079,20230123,2023-01-23,973,55,1,2,6,129.05,97.25,13.7
160,ORD-000080,20230115,2023-01-15,77,18,1,3,8,60.34,43.78,34.31
161,ORD-000080,20230115,2023-01-15,77,6,1,3,8,7.89,5.66,5.3
162,ORD-000080,20230115,2023-01-15,77,108,1,3,12,102.17,68.81,168.97
163,ORD-000081,20230122,2023-01-22,1129,49,1,1,7,185.65,132.46,37.52
164,ORD-000082,20230128,2023-01-28,486,94,1,2,6,100.46,66.06,13.2
165,ORD-000083,20230121,2023-01-21,498,109,1,3,4,142.38,92.53,48.97
166,ORD-000084,20230127,2023-01-27,466,119,1,2,5,56.47,33.45,8.88
167,ORD-000085,20230113,2023-01-13,543,21,1,1,5,36.94,25.53,5.81
168,ORD-000085,20230113,2023-01-13,543,97,1,1,3,85.9,51.49,15.57
169,ORD-000085,20230113,2023-01-13,543,60,1,1,7,240.94,191.31,105.69
170,ORD-000086,20230129,2023-01-29,303,25,1,2,2,55.55,38.14,3.82
171,ORD-000086,20230129,2023-01-29,303,48,1,2,2,46.47,36.67,1.79
172,ORD-000087,20230130,2023-01-30,316,29,1,2,9,59.48,42.45,18.53
173,ORD-000088,20230113,2023-01-13,738,81,1,2,1,290.16,192.85,9.17
174,ORD-000088,20230113,2023-01-13,738,19,1,2,2,19.21,12.51,0.56
175,ORD-000089,20230114,2023-01-14,74,25,1,3,7,56.66,39.04,50.1
176,ORD-000089,20230114,2023-01-14,74,4,1,3,3,38.29,28.16,11.35
177,ORD-000090,20230120,2023-01-20,403,88,1,2,3,357.51,232.06,39.57
178,ORD-000091,20230108,2023-01-08,468,6,1,1,7,8.32,5.5,4.13
179,ORD-000091,20230108,2023-01-08,468,100,1,1,7,136.6,81.53,68.92
180,ORD-000091,20230108,2023-01-08,468,17,1,1,3,25.07,14.9,6.08
181,ORD-000091,20230108,2023-01-08,468,119,1,1,7,59.08,32.79,33.21
182,ORD-000092,20230107,2023-01-07,918,50,1,1,8,122.53,91.27,29.27
183,ORD-000092,20230107,2023-01-07,918,23,1,1,5,33.74,21.96,9.49
184,ORD-000092,20230107,2023-01-07,918,29,1,1,2,63.6,41.0,3.98
185,ORD-000092,20230107,2023-01-07,918,44,1,1,3,141.74,99.28,29.61
186,ORD-000093,20230128,2023-01-28,766,114,1,2,1,114.05,67.89,6.43
187,ORD-000093,20230128,2023-01-28,766,20,1,2,4,62.44,43.36,8.44
188,ORD-000093,20230128,2023-01-28,766,8,1,2,6,54.84,36.0,17.82
189,ORD-000094,20230121,2023-01-21,951,102,1,2,1,75.65,43.73,2.12
190,ORD-000094,20230121,2023-01-21,951,14,1,2,1,58.35,39.21,2.59
191,ORD-000095,20230116,2023-01-16,1091,28,1,2,4,63.06,44.99,10.9
192,ORD-000095,20230116,2023-01-16,1091,68,1,2,1,421.45,271.98,9.65
193,ORD-000096,20230103,2023-01-03,656,72,1,3,21,243.69,162.63,433.99
194,ORD-000096,20230103,2023-01-03,656,70,1,3,16,154.22,100.14,268.18
195,ORD-000097,20230103,2023-01-03,457,76,1,2,1,46.78,29.5,0.85
196,ORD-000098,20230116,2023-01-16,857,11,1,2,1,61.29,41.5,1.15
197,ORD-000099,20230108,2023-01-08,313,52,1,3,5,34.81,25.37,12.18
198,ORD-000100,20230126,2023-01-26,131,100,1,3,11,137.09,84.18,213.3
199,ORD-000101,20230105,2023-01-05,857,89,1,2,3,525.06,333.25,88.9
200,ORD-000102,20230125,2023-01-25,782,35,1,1,3,38.98,28.59,8.39
201,ORD-000103,20230109,2023-01-09,45,73,1,3,1,387.2,234.38,44.47
202,ORD-000103,20230109,2023-01-09,45,16,1,3,7,71.2,49.84,38.73
203,ORD-000103,20230109,2023-01-09,45,30,1,3,1,39.88,28.55,4.65
204,ORD-000104,20230105,2023-01-05,303,59,1,3,3,46.46,35.44,17.68
205,ORD-000105,20230105,2023-01-05,957,66,1,2,4,285.66,170.67,25.88
206,ORD-000105,20230105,2023-01-05,957,83,1,2,1,375.2,247.72,9.93
207,ORD-000106,20230129,2023-01-29,258,59,1,3,1,45.33,34.84,5.55
208,ORD-000106,20230129,2023-01-29,258,38,1,3,5,56.78,45.66,36.38
209,ORD-000107,20230102,2023-01-02,569,21,1,3,8,35.93,26.25,37.2
210,ORD-000107,20230102,2023-01-02,569,66,1,3,4,275.56,177.92,139.44
211,ORD-000107,20230102,2023-01-02,569,12,1,3,4,58.49,41.48,17.98
212,ORD-000107,20230102,2023-01-02,569,107,1,3,4,117.9,76.05,60.38
213,ORD-000108,20230123,2023-01-23,803,91,1,3,7,15.04,10.05,14.51
214,ORD-000108,20230123,2023-01-23,803,14,1,3,3,54.81,40.05,15.33
215,ORD-000109,20230127,2023-01-27,1152,78,1,1,6,430.52,277.5,124.81
216,ORD-000109,20230127,2023-01-27,1152,56,1,1,6,178.4,129.37,88.15
217,ORD-000110,20230106,2023-01-06,687,110,1,3,4,96.11,63.35,39.97
218,ORD-000110,20230106,2023-01-06,687,19,1,3,5,19.85,12.75,9.93
219,ORD-000110,20230106,2023-01-06,687,26,1,3,5,15.79,10.81,9.79
220,ORD-000111,20230108,2023-01-08,278,110,1,2,3,97.13,61.38,9.93
221,ORD-000112,20230126,2023-01-26,919,91,1,2,9,15.19,9.52,5.82
222,ORD-000113,20230125,2023-01-25,427,72,1,2,1,243.78,156.52,3.15
223,ORD-000113,20230125,2023-01-25,427,82,1,2,1,432.77,253.11,14.07
224,ORD-000114,20230127,2023-01-27,48,120,1,3,4,28.81,17.32,13.48
225,ORD-000114,20230127,2023-01-27,48,39,1,3,1,277.93,210.56,38.64
226,ORD-000114,20230127,2023-01-27,48,71,1,3,4,309.82,188.71,145.7
227,ORD-000115,20230125,2023-01-25,720,115,1,2,5,139.9,80.63,20.28
228,ORD-000116,20230122,2023-01-22,1073,113,1,2,6,55.71,33.77,10.7
229,ORD-000116,20230122,2023-01-22,1073,13,1,2,1,35.62,26.74,1.6
230,ORD-000117,20230102,2023-01-02,1006,110,1,1,8,100.12,60.65,34.73
231,ORD-000117,20230102,2023-01-02,1006,15,1,1,7,15.12,10.38,4.81
232,ORD-000118,20230125,2023-01-25,918,46,1,3,4,146.02,109.73,81.78
233,ORD-000118,20230125,2023-01-25,918,45,1,3,1,203.17,166.9,18.62
234,ORD-000118,20230125,2023-01-25,918,24,1,3,7,48.02,36.43,23.85
235,ORD-000119,20230112,2023-01-12,159,55,1,2,3,127.68,99.02,5.09
236,ORD-000119,20230112,2023-01-12,159,83,1,2,3,365.9,248.15,18.74
237,ORD-000119,20230112,2023-01-12,159,43,1,2,1,242.59,179.67,9.96
238,ORD-000120,20230106,2023-01-06,282,7,1,2,1,38.99,25.91,1.93
239,ORD-000121,20230111,2023-01-11,190,27,1,3,11,9.76,7.08,10.45
240,ORD-000121,20230111,2023-01-11,190,55,1,3,4,132.68,102.0,67.95
241,ORD-000121,20230111,2023-01-11,190,52,1,3,11,33.62,25.65,42.67
242,ORD-000121,20230111,2023-01-11,190,24,1,3,2,46.38,35.32,8.6
243,ORD-000122,20230129,2023-01-29,608,63,1,1,7,536.12,328.79,244.65
244,ORD-000122,20230129,2023-01-29,608,40,1,1,7,93.6,69.89,36.56
245,ORD-000122,20230129,2023-01-29,608,51,1,1,7,84.03,62.37,17.66
246,ORD-000123,20230117,2023-01-17,1077,33,1,1,9,289.1,232.71,141.99
247,ORD-000123,20230117,2023-01-17,1077,77,1,1,14,311.87,188.25,199.01
248,ORD-000124,20230126,2023-01-26,119,9,1,2,2,32.6,22.24,3.41
249,ORD-000125,20230105,2023-01-05,1065,52,1,3,4,33.75,25.5,12.35
250,ORD-000125,20230105,2023-01-05,1065,14,1,3,5,54.82,40.22,23.24
251,ORD-000126,20230110,2023-01-10,259,64,1,2,1,264.66,163.05,8.05
252,ORD-000126,20230110,2023-01-10,259,51,1,2,1,85.2,63.8,1.77
253,ORD-000127,20230129,2023-01-29,850,115,1,2,5,144.41,80.75,22.71
254,ORD-000128,20230112,2023-01-12,313,43,1,2,1,246.71,175.4,3.2
255,ORD-000128,20230112,2023-01-12,313,31,1,2,1,126.35,96.96,4.87
256,ORD-000129,20230111,2023-01-11,1077,40,1,1,14,93.83,68.72,49.47
257,ORD-000129,20230111,2023-01-11,1077,78,1,1,6,409.3,279.62,171.33
258,ORD-000129,20230111,2023-01-11,1077,89,1,1,3,488.17,326.27,113.53
259,ORD-000129,20230111,2023-01-11,1077,19,1,1,14,19.57,12.41,11.28
260,ORD-000130,20230108,2023-01-08,807,22,1,2,1,71.3,45.54,2.75
261,ORD-000131,20230118,2023-01-18,1058,34,1,1,8,167.5,139.63,97.07
262,ORD-000131,20230118,2023-01-18,1058,37,1,1,3,184.41,131.55,18.95
263,ORD-000131,20230118,2023-01-18,1058,58,1,1,8,60.99,46.13,38.47
264,ORD-000132,20230122,2023-01-22,77,12,1,3,21,57.56,40.75,122.08
265,ORD-000132,20230122,2023-01-22,77,55,1,3,21,121.87,103.79,235.53
266,ORD-000133,20230122,2023-01-22,687,103,1,2,3,32.05,18.81,2.39
267,ORD-000134,20230108,2023-01-08,689,120,1,2,3,29.76,16.84,1.63
268,ORD-000135,20230107,2023-01-07,362,49,1,2,6,178.6,135.65,41.58
269,ORD-000136,20230123,2023-01-23,1077,104,1,1,14,141.42,83.34,147.18
270,ORD-000136,20230123,2023-01-23,1077,13,1,1,14,35.43,26.57,28.09
271,ORD-000136,20230123,2023-01-23,1077,106,1,1,3,98.59,59.77,11.55
272,ORD-000137,20230131,2023-01-31,803,70,1,3,3,161.32,100.36,47.53
273,ORD-000138,20230114,2023-01-14,671,91,1,3,4,16.06,10.02,5.65
274,ORD-000139,20230115,2023-01-15,88,25,1,1,3,57.18,37.04,14.9
275,ORD-000139,20230115,2023-01-15,88,47,1,1,7,92.9,68.8,42.23
276,ORD-000139,20230115,2023-01-15,88,88,1,1,8,350.18,230.34,206.11
277,ORD-000140,20230118,2023-01-18,948,31,1,2,2,131.29,96.96,8.84
278,ORD-000141,20230104,2023-01-04,1014,21,1,2,5,35.67,25.32,3.61
279,ORD-000142,20230112,2023-01-12,243,108,1,2,3,102.8,66.16,6.48
280,ORD-000143,20230108,2023-01-08,7,49,1,2,1,183.71,135.38,2.27
281,ORD-000143,20230108,2023-01-08,7,21,1,2,4,35.86,25.79,6.04
282,ORD-000144,20230115,2023-01-15,357,67,1,3,4,163.06,102.9,54.96
283,ORD-000145,20230110,2023-01-10,857,19,1,2,1,19.51,12.67,1.01
284,ORD-000146,20230108,2023-01-08,278,30,1,2,1,38.87,27.81,1.26
285,ORD-000147,20230123,2023-01-23,487,32,1,2,3,160.36,122.39,26.83
286,ORD-000148,20230112,2023-01-12,718,70,1,2,2,154.88,96.46,10.86
287,ORD-000148,20230112,2023-01-12,718,59,1,2,3,43.83,33.63,4.16
288,ORD-000148,20230112,2023-01-12,718,43,1,2,3,230.22,175.03,32.27
289,ORD-000149,20230109,2023-01-09,1008,27,1,2,2,10.09,6.92,0.29
290,ORD-000150,20230110,2023-01-10,259,62,1,3,1,379.9,252.4,38.82
291,ORD-000150,20230110,2023-01-10,259,43,1,3,4,233.73,183.39,117.42
292,ORD-000151,20230117,2023-01-17,429,85,1,2,4,632.27,390.85,140.07
293,ORD-000152,20230111,2023-01-11,824,83,1,1,7,381.5,238.37,128.17
294,ORD-000152,20230111,2023-01-11,824,72,1,1,8,246.52,151.86,124.6
295,ORD-000153,20230126,2023-01-26,387,55,1,2,2,129.14,97.92,11.03
296,ORD-000153,20230126,2023-01-26,387,24,1,2,7,45.52,34.62,4.75
297,ORD-000154,20230120,2023-01-20,275,81,1,3,21,298.2,198.94,560.84
298,ORD-000155,20230106,2023-01-06,1086,56,1,2,3,171.0,131.36,13.49
299,ORD-000156,20230126,2023-01-26,45,23,1,2,3,34.26,22.3,2.37
300,ORD-000156,20230126,2023-01-26,45,53,1,2,1,191.1,141.49,10.34
301,ORD-000157,20230106,2023-01-06,602,37,1,1,8,185.04,131.69,77.68
302,ORD-000157,20230106,2023-01-06,602,100,1,1,2,134.98,79.31,14.57
303,ORD-000157,20230106,2023-01-06,602,42,1,1,7,107.8,86.14,20.71
304,ORD-000158,20230128,2023-01-28,142,52,1,2,1,33.27,25.01,1.04
305,ORD-000159,20230106,2023-01-06,1129,29,1,2,1,60.87,42.19,2.19
306,ORD-000160,20230125,2023-01-25,177,101,1,2,6,59.71,36.5,11.77
307,ORD-000160,20230125,2023-01-25,177,57,1,2,5,260.58,200.7,49.5
308,ORD-000161,20230109,2023-01-09,841,63,1,1,9,525.25,328.93,284.17
309,ORD-000161,20230109,2023-01-09,841,31,1,1,3,132.47,95.61,11.68
310,ORD-000162,20230122,2023-01-22,792,75,1,1,14,155.55,99.96,102.56
311,ORD-000163,20230101,2023-01-01,360,49,1,1,2,178.99,132.41,22.75
312,ORD-000163,20230101,2023-01-01,360,59,1,1,5,46.7,33.63,10.7
313,ORD-000164,20230123,2023-01-23,1091,80,1,2,3,334.65,219.65,50.02
314,ORD-000164,20230123,2023-01-23,1091,98,1,2,1,96.4,62.79,3.31
315,ORD-000165,20230116,2023-01-16,1160,94,1,3,3,103.49,67.67,32.08
316,ORD-000165,20230116,2023-01-16,1160,120,1,3,4,28.29,17.24,13.7
317,ORD-000165,20230116,2023-01-16,1160,58,1,3,3,57.87,49.18,22.29
318,ORD-000165,20230116,2023-01-16,1160,29,1,3,5,63.08,42.83,26.84
319,ORD-000166,20230112,2023-01-12,136,30,1,3,1,40.15,28.48,4.42
320,ORD-000167,20230118,2023-01-18,326,35,1,1,7,38.62,28.23,19.81
321,ORD-000167,20230118,2023-01-18,326,40,1,1,7,97.72,70.19,34.58
322,ORD-000167,20230118,2023-01-18,326,24,1,1,7,48.49,34.55,13.34
323,ORD-000167,20230118,2023-01-18,326,39,1,1,7,275.47,199.48,103.94
324,ORD-000168,20230125,2023-01-25,240,50,1,2,3,123.86,91.25,10.9
325,ORD-000169,20230109,2023-01-09,625,47,1,2,3,96.76,69.95,9.05
326,ORD-000169,20230109,2023-01-09,625,73,1,2,4,388.33,228.51,78.4
327,ORD-000169,20230109,2023-01-09,625,5,1,2,1,27.57,18.74,1.15
328,ORD-000170,20230112,2023-01-12,720,1,1,3,11,50.57,34.72,65.72
